cluster	question	 
6	We are going to bring on an unpaid intern (who meets the six criteria for an unpaid internship/trainee program). We are wondering if you have a sample offer letter/engagement letter we could reference. Also, are we able to offer a stipend?	
6	We have a new location we are going to open. We are interviewing individuals for upcoming positions, and we have received a response from an individual who was interviewed three weeks ago. We advised we would be in touch with him if we had any open opportunities. This individual interviewed with the General Manager, but was not chosen for the position. The hiring manager is now getting text messages from this applicant stating he is going to take them to court for disability and age discrimination. What should the employer do at this point?	
3	Background check and drug screening results. We make offers contingent upon clear background and drug tests...is that best practice only in CA? We have people start and order uniforms and begin training even before background check is back. I'm trying to avoid the cost of these expenses when the person doesn't pass the check. Can we conduct the background checks before we make an offer?	
1	We have somebody who has applied and we would like to hire them, who is from India and they have not answered whether legally allowed to work in the US. Once she says she is legally allowed to work can we ask what visa? We don't want to train someone who is not permanent. What can we ask?	
5	What is reasonable when looking at an applicant's past work history. We have received alot who have had several jobs in a year or two.	
0	We have a small group who does everything themselves. They asked us some questions about hiring a temporary employee. Do you have any specific information you can provide about hiring a temp employee? Are they required to give them benefits? Do you have an offer letter template for temporary employees?	
1	We are interviewing a candidate. She lives in Washington and is pregnant. She will be delivering in about 3 weeks and is not planning on working until about August 20th. Are we legally able to continue the interview process with her and ask her to be available for phone calls and a 20-30 hour interview exercise? We would give her a very long period of time to get the exercise done.	
5	Can we hire a 17 years old for as Certified Nursing Assistant? in our, skilled nursing facility?	
7	we brought in someone for an interview and he doesn't have a social security number. He has a tourist visa. What are our options, if we wanted to hire this individual and have him in our books? Maybe this isn't the right question, but we want to be able to hire him, put him in our payroll, just like everyone else in the company. He mentioned something about a work visa and that he was willing to pay for it. I don't know. Can you help? I'll appreciate anything that you can do for me?	
4	Can we ask someone applying for an accounting position with our company about a previous bankruptcy they filed?	
2	May 02,2017 10:35:43 Issue Received Job would be retirement plan consultant, specific licenses are Series 66 and 6 following by several other job specific designations (CRPS, AIF), these are all required of the applicant to obtain within first 2 years of employment. We know which one we need to require first, I guess I was looking for a reasonable guidance on how long to give a new hire to complete other requirements.	
2	May 02,2017 10:35:43 Issue Received Job would be retirement plan consultant, specific licenses are Series 66 and 6 following by several other job specific designations (CRPS, AIF), these are all required of the applicant to obtain within first 2 years of employment. We know which one we need to require first, I guess I was looking for a reasonable guidance on how long to give a new hire to complete other requirements.	
2	May 02,2017 10:35:43 Issue Received Job would be retirement plan consultant, specific licenses are Series 66 and 6 following by several other job specific designations (CRPS, AIF), these are all required of the applicant to obtain within first 2 years of employment. We know which one we need to require first, I guess I was looking for a reasonable guidance on how long to give a new hire to complete other requirements.	
7	We have an employee who will be working for one of our clients. He submitted a foreign passport, and EAD and a Form I-94 that requires sponsorship. How do I complete his Form I-9?	
6	If we wanted to say we would not hire anyone under the age of 18 - can you say that? We are in multiple states.	
4	I am wanting to get more information about the salary history bill in CA.	
8	What are best practices for having on call employees? We are hiring a web developer/coder. They will need to be on call to fix any system problems during off hours. This person will be on salary. Should we include a policy in the employee handbook? Should this info be included in the offer letter? Do you have any sample policies that will help us with the wording of this?	
4	Hi I have a question about hiring process. We are located in Los Angeles, CA. In hiring process, once application is filled out (and signed consent to verify information provided on application), can we go ahead to conduct reference check including candidates performance? If someone would contact us for former employee, we only give them their hire/ end date and title. If they ask for performance, we won't give out any information. But, is it ok for us to ask other company for candidates performance before making conditional offer.	
5	Please provide guidance for a client that will have their first employee working in Georgia - what needs to be set up with the state?	
8	Our company does deliveries and services equipment. We are in the process of hiring technician. If a person has a felony, are they able to deliver or perform service work to a school or a residence? Looking for more information.	
2	Out of the following states, which require a state tax form (in conjunction with the Federal form W-4) to be completed upon hire? Out of those same states, which require a termination/separation notice to be sent? Alabama Georgia Texas Mississippi Illinois Minnesota New Jersey Virginia Arizona	
4	It's in regards to recent news about CA employers not being allowed to ask for salaries. I just wanted to get more information regarding that.	
8	Greetings, We currently have a Director level position posted and are getting ready to interview for that position. However, based on the quality of candidates and our needs, we may need to change the position from a Director to a lower level Manager position. What should our steps be if we want to hire someone who applied for the Director but we want to hire them as a Manager. The Manager posting is not posted yet. Also, could I manually move them to the Manager position if the candidate is in agreement? Thank you, Lisa	
0	I need information regarding the two laws that were signed last week which will impact applications. Specifically the salary history law and the ban the box law. Also if you have an application template which meets the new requirements, can you send that over?	
2	Do you have a checklist of forms HR forms necessary for new hires?	
3	Background checks done by a TPA and has received updated forms: Summary of Rights under the FCRA (7 pages) California Summary of Rights under California Civil Code 1786.22 Candidate Criminal Questionnaire Disclosure and Background Authorization Notice to Consumer as to their rights under the FCRA (5 pages) Which Summary or Notice is required re FCRA?	
6	We are in the process of hiring and want to review if a felony is determined how should we consider the hiring as the individual will be delivering to schools and other public entities.	
2	In Texas employers are required to notify new hires of Workers Compensation. Do you have any examples of what this pamphlet should contain?	
0	Do you have a form for Florida employment application?	
2	There is some new legislation that recently passed in SF in regards to salary history.	
6	We are a federal contractor and are contractually restricted to hiring only U.S. Citizens. When we're recruiting for these contracts, what type of language is legally allowable to indicate that all applicants must be citizens?	
5	I-9 - is it permissible for an employee to sign the Form I-9 electronically, and our system date stamps it? An employee resigned then was rehired a month later. We had him complete a new Form I-9. Should I keep the 2 I-9s separate, or should I staple them together?	
6	Via Learn Chat: Are there any resources available for the interview process? We have several inexperience managers lacking the basic interview skills and we are seeing increased turnover rates.	
7	We have a potential new hire who has stated that he was in a severe mountain bike accident that required him to be off for many months. As a potential employer my concerns would be that after 90 day-120 that he would say job has exacerbated my condition or say l was assisting a patient and something popped hurt etc and go on Workers Comp? What as an employer can I do to protect myself against that? Since he shared this information with us can we require him to give us medical clearance and if we decide not to hire are we in trouble?	
8	We have a partner company that is on our grounds with their staff taking pictures of our guests. Their employees are starting to apply to work for us as they don't get enough work hours. What are the issues with allowing them to keep their job with the partner part time at the same time they'd work for us par time? I personally don't like the idea of one person working for 2 different employers on the same work location.... What are the pointers you can provide from compliance/employment standpoints? Worker's comp? Harassment? Other? We don't have anything in our contract with the partner company related to employment of their/or our staff.... Thank you. C. Santini	
8	We have a partner company that is on our grounds with their staff taking pictures of our guests. Their employees are starting to apply to work for us as they don't get enough work hours. What are the issues with allowing them to keep their job with the partner part time at the same time they'd work for us par time? I personally don't like the idea of one person working for 2 different employers on the same work location.... What are the pointers you can provide from compliance/employment standpoints? Worker's comp? Harassment? Other? We don't have anything in our contract with the partner company related to employment of their/or our staff.... Thank you. C. Santini	
5	If an employer is required to use E-verify for one state that mandates it (North Carolina) but also hired in a state that does not (Indiana), do they need to begin using E-verify for all states they hire in?	
6	We have one generic job title, Laborer. We would like to hire someone at a higher compensation rate, when would we justify the increase in perks?	
2	We have the new form I-9. Do we need to require employees to bring in their forms of ID on day one? I heard this but can't find anything to back it up from the government. Thanks!	
5	General information on onboarding, orientation, and screening of employees.	
8	Hello, If we have the quoted wording in our offer letter and an employee performs work on the weekend that is not related to the field in which we are hiring them, is it necessary to state in writing? "Independent Contractor agrees that during the term of this employment with Company, Independent Contractor will have no other employment except as may be specifically authorized in writing by Company."	
4	Changes to good and fair recruiting processes. Questions regarding criminal charges on the application. We are in a Pennsylvania town that borders Ohio. I went to a course in Ohio and the speaker was talking about taking off the criminal history question from the application. I want to know what is legally required for us.	
1	We are going to hire an individual from China who is working on getting her visa now. Our CFO would like to hire her now as an intern. May we do that until she has proper documentation?	
7	We received an application for employment and then interviewed the candidate for the position. We found there to be a personality conflict with the individual and feel that he is not the right fit for our organization. He has been calling and asking why we have not hired him because he is qualified for the job. And, we have not hired any other individual for the position. We have not run reference or background checks on him. However, he asked us if the reason for non-hire is because he is in litigation with his former employer. It is not, and we were not aware of that. Can you please provide a sample letter to notify him that we are not offering him a position. We need for him to stop calling us, as it is becoming disruptive.	
7	A candidate did not pass our clients background check. However, he stated that he has worked for another company and did pass the background. What are our risks if we do not hire him because we have no work?	
6	We're having someone do an internship through a fellowship. We will not be paying the intern but they will receive a stipend through the fellowship program. How should I address this arrangement in the offer? What language should I include? We're in New York.	
5	My CFO is questioning why we need an SS# for an unpaid intern. Can you clarify, for someone on a student visa or any unpaid intern, is a social security number required? 562-445-0085	
8	Has the DOL released the updated version of the "New Health Insurance Marketplace Coverage Options and Your Health Coverage" notice? The current one is set to expire tomorrow.	
5	Employer is looking at hiring a CFO. Is there any extra vetting they can do for the potential hire, that will be handling money and financial issues, above an beyond other employee vetting? If so, what additional research can they do/request?	
8	Hello! One of my clients is looking to bring on one part time intern that truly is a trainee (we've gone through the 6 point test to be sure). We want to document the benefits to the intern, what supervision looks like, etc. Do you have any sample intern policies? I couldn't find any on the site. Thanks!	
1	We are a California based long term care facility. We are required to do finger printing as part of our background check when hiring new staff members. We have a staff member who resigned in March 2016 but we are looking to rehire her back. Are we required to run her finger prints again or does the last check last for a certain period of time? Is there a time frame within which we wouldn't have to run her fingerprints again? She is a Certified Nursing Assistant (CNA).	
4	Is it legal to ask the following questions on our application? Are you presently out on bail or on recognizance pending trial for the alleged common of a crime? If yes, please explain. (An affirmative answer will not necessarily disqualify you from employment.	
8	Two owners of the company (50%/50%) do not have a salary or get paid; Can the owners become part time employees; what issues. C Corporation.	
3	Has there been a change requiring employers to drug test and do background checks? We have a client asking if this has changed or foresee changing with the new President.	
0	hello, we are establishing a new position and would like any guidelines or checklist that could help us write up the job description Do you have any of that?	
5	Need sample application for employment	
5	We want to extend an employee's contract by a couple more months? Do I have to do a new contract? Can I just email to extend the time? The employment is still at-will.	
3	Is it lawful in NY and CA to conduct a background check prior to offering employment? Also, is it unlawful in NY and CA to conduct a credit check as part of the background check?	
8	Our question is in regards to conditional offers. We have our own recruiting team, who does the reviews of resumes, handles the first interviews and makes recommendations for who should be moved forward in the process. Then our HR department does the background and reference checks, which in the past has taken about 4 days. From there, the conditional offer is made and plans are made to onboard the new employee. About a month ago we changed providers and now it takes longer from one day to several weeks. We dont want to slow down the offer process. We make a statement to them Please do not give notice at your current employer until you have been notified that you successfully passed the background and receive your offer letter. But now, this is going to take longer. We do not give the offer letter until the background and reference checks were successfully completed and with the process taking longer, we don't want to lose otherwise qualified candidates waiting for the process. Can we talk about options?	
8	With Terri on phone: We use Hire Right for our background checks including for a SSN trace. And we use the SSA website to run a SSN verification. One new hire's SSN does not show up in the SSA system, and the other has a different name. The store managers are responsible for completing the I-9 forms and do not make copies of the docs. How should we manage?	
7	tim@langate.com COBRA inquiry regarding 60 day enrollment. Employee is hiring on with us and will be extending his two week resignation to his current employer. How do we extend compensation for any COBRA he must retain prior to meeting eligibility?	
0	We are looking to enhance our intern management process, do you have any recommended reads? or other items? I am checking with you before I begin a search.	
3	What are the risks of using a conditional offer of employment when it comes to a background check like below? In the initial recruitment process you were advised that this position is considered contingent upon successful completion of a background check, including Criminal Background, Drivers License Check and Drug Screen. We have not received the final results of your background check. However, as we discussed, you have agreed to begin your pre-training process with our department on ______________pending completion of the background check. We reserve the right to end our employment agreement with you should the results of your background investigation not be successful. We will contact you as soon as the background check process has been completed.	
5	Application form - I found the form on Comply but need to get our logo on it and it is a fillable PDF. Do you know how I can modify the form?	
6	Hello, We have about 30 remote employees and will continue to hire remote employees as needed. I understand that we may not be filling out their i9s properly. In the past we have received copies of the IDs and filled section 2 in remotely. Do we need to re-verify them in a different way? Also, how do we verify any new remote employees? Thank you, Demi	
5	Hello, are there any compliance/legal issues around asking a candidate if they require a visa sponsorship or transfer to work in the company? Thanks, Khoi	
7	We are rehiring an employee who was laid off in September. What documents does he need to fill out again?	
8	One of my department directors wrote a job description. We want to attract differently-abled applicants. However, I am unsure if the language is appropriate: Qualifications: To perform this job successfully, an individual must be able to perform each essential duty satisfactorily. The requirements listed below are representative of the knowledge, skill, and/or ability required. Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions.	
8	The company is being bought by another company do they have to have employees do all new company packets (arbitrator form, W-4, I-9s, they sign company policies, cell phone) They are terminating employment with the old company and being hired as new employees of the buying company. Do you have template for an offer letter?	
4	Hello, my company's application form has a portion which asks the applicant what his/her desired salary is for the position which s/he has applied. Would this in any way conflict with California's salary history prohibition law?	
7	We made an offer to someone and the person has come back several times. He is negotiating for more time to consider, we gave it and then he asked for more, then asked for more base pay. The way he is negotiating makes the manager feel he wont be a good fit. He sent us links to why we should give him more time. Now the manager wants to rescind the offer. We gave him until the end of the day to respond. Can we rescind?	
6	Hi there - We are thinking about rehiring some of our interns and former employees as remote independent contractors to do some project work for us. They would do the same work as an employee, but remote, using their own computers, on a project-to-project basis. Do you see any complications with this? Thanks, Wesley	
4	A new hire has a DUI on background check. We are a pharmacy company and we work with medications. Do you not hire someone with this? It does say alcohol, not drugs. I know he is currently working at a hospital. Can you ask about the conviction? How would this be relative to employment? Can we ask if this is one time instance?	
5	where would I find on the site an EE on-boarding process?	
1	We are interviewing for a service position. We interviewed a woman who we like so we were going to schedule her for a trial day. When we advised the candidate, she let us know that she is pregnant. How should we proceed based on this information? Should we ask her if she can perform the job duties? Do we need a medical release?	
7	We are speaking to a candidate and they told me that they applied for OPT but they have not found out if they've received confirmation of the application and he said he will not be able to start until December. If he doesn't get it we wouldn't be able to hire him. We want to be able to bring someone on as soon as possible. He has not graduated yet. He is in a PhD program, so he has submitted his thesis but has not officially graduated. How much can we inquire into the status of the OPT? We would like to offer him but if another candidate comes along earlier who is qualified, we would like to go with them and rescind the offer to this candidate. What are come concerns with with?	
5	Hello, I am trying post a job internally. I was wondering if there was a template that we need to use.	
0	Do you have verbiage that we can input in our application for proper work authorization, or sponsorship to work?	
8	We have an insured that owns fuel trucks and the insurance carrier requires him to review the MVRs on his drivers. Can you provide a policy and/or authorization form that he can use to have the drivers bring in their own MVRs or authorize our named insured to run the MVR? Can they also authorize them to share the MVR with us and with the carrier?	
6	We have a pool of over 300 tutors. I have a few part time positions and I'd like to select a few of the tutors that I think will do a good job to fill these positions. Do I have to open up this Job Opening to all tutors to apply for, or can I specify the tutors that I've already selected and just interview and hire them directly for these spots?	
8	Need clarification on the Los Angeles ordinance for the Fair Chance Initiative. Is that applicable to the County and City of LA or for the general area (i.e. the City of Brea)?	
1	Employee was hired for lying then on the next day the owner offered her a job at a new and separate clinic.	
1	Employee was hired for lying then on the next day the owner offered her a job at a new and separate clinic.	
5	What does a company need to have in place in order to bring an intern on? Risks?	
2	We are in the process of hiring a new employee. On his conditional job offer, we listed a specific start date. That start date has changed to a later date. Do I need to write a new conditional job offer?	
7	We are hiring an employee who has a DUI on his record, which occurred three years ago. Are we okay to include in his employment agreement that should he lose his license again, he will be terminated?	
0	Can you advise the appropriate compliance rationale for having up to date job descriptions?	
7	Our recruitment process is that we go through interviews and testing, then when we have final candidate, we send them for a background check. Once we get the results, we then decide if we want to make an offer. For a recent candidate, his background check came back clear (we check states where the employee has lived), however, someone who knew this individual stated he had some prior issues, so another employee did a search and found a newspaper article about this person in a state where he did not reside. The article states charges were filed for threatening a minor, drunkenness, and assaulting a police officer. We are now concerned about hiring him.	
5	1-94a form with the Canadian Passport. Can the employee use for I-9 purposes?	
5	Is an expired passport an acceptable document for i9 verification? I looked on the USCIS website, and while it lists US Passport it doesn't state that it can't be expired.	
0	Can you direct me to an on-line applicant tracking system that you would recommend? I don't need anything fancy. Could develop one on my own, but, I don't care to reinvent the wheel. Thanks.	
8	Hi! Do you have any guidance or SOP as it relates to converting temporary positions (through an agency) to full time staffed positions? My client is looking for either an SOP or policy that he might provide his managers. It might list best practice for converting, criteria to meet before converting (e.g., length in position, or certain skillsets/behaviors that are desired, etc.). This is intended to help guide managers on how to set expectations with their temps, as well as ensure a consistent and fair hiring process throughout the company. In the past there has been an unspoken expectation that all temps will be eventually hired as staff so trying to set some more formality/structure behind and supporting these business decisions. Thank you.	
1	(With a Ambica): JustWorks referred us to you: are there any implications or information hiring somebody from India with a masters degree - she has OPT and can work for one year. She is pursuing an artist's visa. Will she be gone by May? Is there a good chance she will get the artist visa? She would be a graphic designer. She's on OPT right now and she has classmates that have been able to get an artist visa and they have been working. If she gets the artist visa, are there any negative impacts to us? It looks like its an O-1 visa. She did mention she would do it on her own and she said its a lot cheaper. She has arts degree, not a computer science degree. Can we offer to take her on and try to get her a visa and reduce her salary? cc: ambica@eighty2degrees.com	
5	Can we require direct observation drug screens for pre-employment screening if a contingent offer is made?	
5	Hiring independent contractor Hi I like to know what are federal and state(CA) regulations in regard to hiring an independent contractor. What are the paper work that need to get from the contractor and any other legal reporting requirement. Appreciate the help Thanks Lenin	
0	Hello, I hope you are doing well. 1. Can you please email me some information on what a company has to as far as HR compliance/ best practices if they want to hire an employee from Mexico? The company is based in Los Angeles, CA and this employee is hired from Mexico and will work in Mexico. What are the basic rules and best practices that a company can follow when they hire an employee from outside of United of States? Thank you 2. can you provide a sample template for temporary employment in California	
0	Can you send me guidance on the new California law regarding salary information?	
7	Hello. We have an employee who just recently received US green card and joined us. His SSN has not been issued yet. What should we do with his I-9 form, W-4 form, and E-Verify? Thank you!	
1	We extended an offer of employment to a candidate with the contingency that she complete her pre employment drug screen by a specific date. She has not, and we then gave her an extension. She still has not completed the drug screen. Can we now rescind our offer?	
0	We are looking to recruit a project manager. I was going to post the job on Monster and Indeed. Are there any other good online job posting sites you recommend?	
6	We have a summer intern we are going to hire full time at a different location with different physical requirements. We also did a drug test and background check. Can I do all of the tests again before we hire them as full time?	
5	legal reasons not to hire a candidate?	
1	Hedy Lawrence called in with a question: We are considering an applicant and there is someone who works for us that says she had a theft problem from her former employers. Are there any questions that are prohibited from asking in a reference?	
2	We will soon have new employee. She will work remotely. New hire forms for new mexico. Forms for the state to register with the state.	
4	Salary History - The new law states that employers are prohibited from seeking salary history information, including compensation and benefits. However, the law does not prohibit an applicant from voluntarily offering salary information, without any prompting by the prospective employer. Does this mean that we need to remove hourly rate/salary from the employment application?	
3	Background check for Illinois.	
4	Can I ask on the employment application what someone's "desired salary" would be?	
5	What is a best practices policy for job applicants with a felony on their record?	
8	we hired an employee who stated on our tax credit (WOTC) survey, that she was convicted of a federal crime in 2012 and she was released this year. also listed is her probation officer and phone #. Given the recent release date, and the possible severity of the crime based on the length of time, we have some concern. How confidential are we required to keep this information? Can it be shared with the manager? Can we call the probation officer for more information with or without the approval of the employee?	
8	We have some DOT regulated commercial drivers and therefore maintain driver files on them per DOT regulations. The requirement is that we run a MVR on each driver annually and keep in the file. My question is do we have to get a signed authorization from the employee EACH time before we run the MVR. Or is the one they sign initially sufficient since it is a requirement of their position to have the report pulled annually. Thank you.	
7	We had a candidate that we interviewed. After our manager met with him for a 2nd interview he had the feeling the person was dishonest, based on that intuition we decided not to hire him. The candidate has now send us a letter asking if he was "discriminated" against. What are we obligated to share about our decision with this candidate? Our process is to send a letter to each candidate we are not moving forward with basically informing them we will not be moving forward, but no reason why. Thank you,	
6	Is my company required to comply with the OFFCP requirements to keep record of all of our job postings and candidates? If so, how detailed do our records need to be and what should it include? Also, are we required to post our job ads on the Virginia Workplace Connection website? Are there any other requirements or actions that need to be taken on our part in order to remain in OFFCP compliance with job postings? For informational purposes, we are a small government contractor but we also have many non-government clients.	
1	We are in Wichita, Kansas. Can we ask on an application about prior felony convictions? Also, we have a former employee who we are rehiring after implementing background checks. She advised she had a felony conviction 10 years ago. What can we do if she worked for us before? Our usual process is to interview, chose a candidate and then send for a background check. Is this appropriate?	
1	We have a candidate who had accepted an offer. We have certain requirements such as immunization records, tests, etc. because she's being hired as a pharmacist. We can't schedule her start date until she completes these requirements. Can we rescind the offer? The last she told us was that she had a medical procedure followed by some complications.	
8	Working job descriptions and need help wording the Physical Demands. Below is what I have and thinking with ADA rules I need more, can you advise? Physical Demands: The physical demands described below are representative of those that must be met by and employee to successfully perform the essential functions of this job. Lift:Must be able to lift up to and including 25lbs Stand/Walk/Climb/Bend/Pull/Pushing/Stooping/Sit/See: Must be able to drive and move about all worksites Touch/Grasp/Feel: Must be able to manipulate all office components.	
5	I received an I-9 completed by a manager. They completed the verification section for list A and list B. Because the employee provided a green card, we didn't need the drivers' license for list B. Do I need to have the employee complete a new form?	
5	Actually, this employee will be a Missouri employee. What does Missouri law say?	
5	on boarding services	
5	In California, can an employer have a contractor manage their employees.	
1	We are getting ready to hire a part-time temporary employee. She will be working from home on her own personal laptop. Is there anything we need to be aware of in the offer letter being she is working remotely? She will be in CA in Alameda County.	
5	Probationary periods - if the employee is on a leave during their probationary period, should we extend it? If terminating an employee shortly after date of hire, does it matter if we have given them a probationary period or not?	
2	When should we give a job description to a new hire? Before hire or after hire date?	
1	We have a Mammography tech in San Francisco. She wants to try us out for two days. What do you suggest - W-9 or W-2? She is in San Francisco - how would we get the I-9 done, we are thinking about expanding?	
5	NYC Legislation limiting salary history questions. Legislation int.1253-A. Does this only affect NYC or Suffolk county NY as well?	
6	We are school and have an opening for a part time employee. The part time position would create and make costumes for our students. We have decided not to allow parents to apply due to favoritism. However, we are willing to hire grandparents and aunts and uncles. Do you foresee a problem with this?	
0	A candidate we are interested in has some Twitter posts that are worrisome to the hiring committee. Would you please advise if we can and how to best question the candidate about the posts? Thank you.	
7	We have a temporary employee who worked for 2 weeks. He was to have been terminated at the end of the two weeks, but the manager wants to have him perform work as a needed here and there. Can we keep him on as a independent contractor.	
7	We offer training to instructors from all over the world. They attend our trainings and receive certifications. It was found out after a training that an attendee is a registered sex offender. Do we have any responsibility to report this? He doesn't teach for us or have any contact with our students.	
8	When we have new candidates come in, they fill out a self identification form and so forth. Should they be submitting the demographic data on the application or when they come in for an interview.	
8	My client is a restaurant and currently has a 3-day training period for all new servers. They are paid minimum wage for these three days, and are informed at the end of the training period if they will be hired. I am told that they are paid on different checks than regular employees and taxes are not withheld from these payments. Is this common in the food and beverage industry? What should we be concerned with from a compliance standpoint. This company employees roughly 500 workers at primarily one facility, but has 3 locations including a catering division.	
3	Background checks, we do our own in-house. Does ThinkHR recommend vendors who we could use to outsource this activity?	
5	How to handle contract workers that do not want to be an employee?	
7	We had a manager reach out because they had an interview with a potential candidate. He was really religious and outspoken about it. Her concern is not that he had religious beliefs, but how it could play out with the team. In every response, he tied it to religion. She thought he was energetic and deserved a spot on the team, if he was so outspoken about it during the interview, worried about the team dynamics it might not fit the team. Obviously its not a reason for the hiring process. We are imagining that he does start and he talks about religion constantly, how we would handle it with the team.	
8	We made an offer to potential employee. They accepted it. The only issue is we lost one of her clients so we are going to have to rescind on the offer. Is there any legality on that? What is the best practice to rescind a job offer? Can we send an email?	
7	I have an employee he is brand new. There was some debate on whether he was entitled to relocation allowance. We decided on $1000.00. He is saying that the recruiter said it would be $1500. I asked recruiter and they said they never told them that. I have never run into this issue before. I'm looking on some coaching on what to tell employee. The max that will be given for relocation is $1000. Recruiter, internal, didn't remember taking it off the table, never mentioned amount. Employee is pushing back on this. 20 min	
6	We are in GA so we are an at will. Our CEO is really pushing to have something in offer letter that defines within the first 60 days or so if not meeting expectations, then we are going to let you go.This would not be for an entry level position. What are best practices to add something that to an offer letter?	
8	We are trying to hire interns for the summer. One of the candidates is from Canada; is a J1 visa an option? If so, can you share the steps I would need to follow to get a J1 visa for them? The intern will be doing a variety of task related to marketing, production related to fashion shoots, etc.	
5	Hiring mode - looking at offering a FT position. Medical coverage question. How does this work for our medical plan? What should I tell the candidate?	
1	We have a new hire presenting documents for e-verify without matching names. Her driver's license has her First Name, Married Name and Maiden Last Name and her social has her First Name, Middle Name and Maiden Last Name. What should we do?	
1	We would like to offer a candidate a position, but she is working with another company on an H-1B visa. Are we able to ask her how much time she has left on her visa? What are the hiring requirements for someone who already has an H-1B visa?	
6	I attended a seminar where we were advised we could not indicate on our posting that we will only accept candidates who live in the immediate area. How can we convey this if this is what we want?	
2	If a person quit 2 months ago and then we re-hired her would we need to complete all new hire paperwork with her again? For the I-9 we would complete the rehire section but do we need new tax forms, policy receipt forms, etc? Do we keep their original hire date as starting date or use their rehire date going forward (since it is less than 90 days)? We do not have anything addressing this in our employee handbook.	
7	We have someone interested in doing an internship. He will not be receiving college credits for this summer internship, strictly would just like to work for free for the experience to place on his resume. Based on wage and hour, are we able to do this or does it strictly have to be for class credits only?	
5	I found a template for reference checks on your website. A client wants us to do the reference for their candidates, is there anything specific I should keep in mind?	
6	Our company does not want to provide a defined "introductory period" or "probationary period" upon hire, but we want to include language in our offer letters stating that managers have a higher level of expectations. How can we word that?	
3	proceed background check	
6	We work with an agency for a set of employees. Our managers want to allow the agency employees to work at our facility full time. We're a marketing group and we work with agency to help us with out marketing efforts. We currently have them come in, work on a couple projects and then leave. They want to have them come in full time and work here, but not hire them directly. What is the liability in doing that?	
4	We had an electronic hiring system. Can we ask for the employee's DOB? Or can we only ask if they are over 18 and legally able to work in the U.S?	
5	Warren Averett wants 20% for a recuriting fee! What is the going rate?	
4	I am looking for an employment application for Maryland. I thought these were available on the website but can't seem to locate the application.	
6	We contract with hospitals to manage their pharmacies and in doing so we hire on their employees as our employees. They are paid the same rate of paid and their pto stays the same, but their benefits packages will change. Do we need to provide them with offer letters as they are now our employees.	
5	MarFeel Arianna hr@marfeel.com 917-341-2540 x127 We are hiring an intern in the US who will be working 13 hours week. Would it be a part time contract or does she have to be an independent employee? Can provide us with any advice on what else should be included in an interns contract?	
4	I have a question about hiring procedures. If we deny employment to employee because they lied on their application, not on their background, do I still have to send fair credit report information?	
1	We hired an individual in 2015. She failed the new hire drug test so we rescinded the offer. She has reapplied after being sober for 18 months. We are a rehabilitation facility so we believe individuals can change and we're willing to rehire her. How should I address the potential of the offer being rescinded? Anything we should be aware of in this process?	
2	We are mandated to fingerprint new hires that work with children. However, another division, energy and environmental industry, wants to fingerprint new hire installers who would go into people's homes. Currently, we do the fingerprinting for our other division in-house. Can we require fingerprinting for installers?	
6	interview question Good morning, We are interviewing potential employees who are part of a program at the technical school which trains people who are serving time in prison. They would come to us as work release employees. Our question is that since we also employee youth apprentices what questions can we ask to make sure our youth are safe working for us. I know we cannot ask what they are serving time for-but we need to protect our youth employees. Thanks, Kay	
6	We are hiring a new remote employee next month. He lives, and will work from, Ohio. Any state specific compliance we need to know?	
2	New Hire documents - we are in NYC. What new hire docs must we provide? What info should be included in the offer letter? If we offer a cell phone subsidy of $50 per month, is that taxable?	
8	Hello, We're thinking of implementing an employee referral program for open job requisitions. We're thinking the referral prize money can change depending on the job level of the position (more money for a higher level position) and for a current requisition entitled Sr. Analyst & Accountant, of offering $2,000 if they refer someone who is hired and retained for at least 3 months. Can you point me to best practices generally regarding what companies are doing currently? THANKS, Zoe	
1	We have seasonal projects assistant position. We made an offer to an individual who has worked with us in the past. We are waiting for her signature of the offer and acceptance. She stated she mailed the response ,but we have never received it. We have been trying to reach her, however, she is not communicating back to us at all. We have finally sent a letter to her to state that she had until 5/9/2017 to return the signed offer, otherwise we will assume she is not interested and will rescind the offer. Are we OK to do this?	
