cluster	question	 
2	regards federal taxes employee entered wrong exemption asking payroll issue reimbursement since federal taxes think need guidance approach situation trying change taxes could exempt federal taxes put zero exemptions asked reimbursement told wrong stated know would taxed understanding reimburse paperwork saying issue reimbursement taxes	
7	karen goemerge com subject ca non compete hi understanding non compete agreements allowed enforceable ca could please confirm candidate ca signed non compete ca please see note provide point view understand labor lawyer would like perspective thank first months employment give zensar days notice otherwise pay following months cant work client working cisco competitor currently clause reviewed californian labor lawyer extremely disappointed signing document like karen angelo emerge director human resources email karen goemerge com mobile direct main fax goemerge com http cdn goemerge com emerge logo wx png please consider environment printing disclaimer mail message attachments intended solely use individual entity addressed may contain information confidential legally privileged intended recipient hereby notified dissemination distribution copying use message attachments strictly prohibited received message error please notify sender immediately permanently delete message attachments	
4	would send information ada pda feha	
2	hello replying case template email letter provide employee asking accommodation request bring service dog work ask dog register service dog allowed also need ask employee bring documentation treating physician request want sure handle request correct	
18	getting feeling employee everything possible milk much time possible get stop without violating rights researching sick vacation days see could use vacation exhausted asked could use sick leave personal absences asked could day tomorrow taken days last two weeks knows sick family emergency illness says mom hospital may let tomorrow asked could morning start work till almost noon almost hours sick available september day family events retract time ask note assume year january st say staffing issue need	
10	implemented workweek overtime law give premium pay per diem	
2	manger tell employee end call go back continue making sales calls rest day employee responded makes feel like little black slave boy respond	
14	set set schedule exempt salary employee	
18	temporary employees pack boxes warehouse get paid temporary agency paid weekly	
11	sue montebelloplastics com subject vacation pay rehired employee employee dm first date hire terminated rehired given hours vacation law correct way calculate vacation employee manual states rehire procedure employees left company hired within one year termination considered rehired employees rehired employee begin accruing benefits rehire date however rehire within one year date previous separation company credit previous years service given determining many days vacation per year employee earns rehired full time employees must serve required waiting period participating benefits generally employee leaves company hired one year termination considered new employee terms company benefits vacation paid vacations granted regular full time employees regularly scheduled work least forty hours per week recognition continuous service intent employee may enjoy period rest relaxation vacation period employee employment anniversary year calendar year vacation benefits accrued follow length service annual accrual years one week hours years two weeks hours years three weeks hours vacation time accrue period lay service leave absence vacation time accrue first year employment completion one year employment vacation leave accrue weekly following rates hours per week completion th year employment hours per week years employment hours per week years employment employees may accrue vacation time maximum one one half annual accrual employee reaches maximum amount cease accrue vacation benefits accrued unused balance falls maximum amount vacation time must scheduled working days advance approved employee supervisor vacation benefits paid business operational needs department along seniority employees department factors considered granting vacation leave vacation taken time calendar year subject supervisor approval management reserves right schedule employee take vacation time reason employee fails schedule vacation time vacation time paid rate earned time vacation taken unused accrued vacation time maximum allowed policy paid upon employee termination employment company company recognized holiday occurs employee approved vacation period additional day vacation granted thank sue ashton montebello plastics phone fax sue montebelloplastics com	
6	hi current hourly employees time clock given minute unpaid lunch break hours per day employee goes lunch boss lunch meeting law handled require punch still pay lunch period	
0	group may qualify control group sure though recently purchased holding company group broker multiple companies divisions different ein owned owned group broker one divisions asked removed group plan get cheaper premiums would impact rates group concerned compliance issues company division going something mid year plans renewal accord	
11	group variable hour employees employees met one year look back mark averaged amount hours considered full time per month need offered coverage hit year mark working fulltime august supposed effective benefits september st need wait groups day waiting period new hire waiting period also employee goes part time full time promoted employee waiting day waiting period example hired february part time promoted became full time may waiting period days effective august st correct group locations california nevada tennessee michigan	
5	employee going working days straight travel saturday work days straight work week runs monday sunday overtime pay rules required allow specific rest time shifts ca	
18	lot seasonal employees give days annually sometimes work days week weekends well deny request employee calls sick weekend day vacation deny use vacation time regularly scheduled days use sick leave days people submit requests late sick leave pay period closed deny requests	
16	coo would like offer office staff monthly happy hours workplace perk alcohol served happy hours way offer perk without violating drugs alcohol policy company tolerate use possession alcohol illegal drugs job company property employees using possessing alcohol illegal drugs company property work report work influence alcohol illegal drugs subject disciplinary action including discharge thanks kelly	
15	currently client pays employee dependent premium employees get ready upcoming renewal looking ways cut costs self funded group believe set policy employee covering spouse spouse access coverage employer spouse cannot enroll dependent however also employees whose spouses older spouses plan dependents well group also say employee spouse qualifies medicare cannot group plan thanks	
10	general considerations employer consider want make claims exception self insured client would like pay ee claim denied long story short er retroactively made plan change raise maximum limit happened ee paid benefits pocket network provider cheaper provider network er would easily able go back pay claim er would like go back pay benefit want use plan funds going tell seek counsel wondering considerations send way general considerations employer consider want make claims exception self insured client would like pay ee claim denied long story short er retroactively made plan change raise maximum limit happened ee paid benefits pocket network provider cheaper provider network er would easily able go back pay claim er would like go back pay benefit want use plan funds going tell seek counsel wondering considerations send way	
10	general considerations employer consider want make claims exception self insured client would like pay ee claim denied long story short er retroactively made plan change raise maximum limit happened ee paid benefits pocket network provider cheaper provider network er would easily able go back pay claim er would like go back pay benefit want use plan funds going tell seek counsel wondering considerations send way general considerations employer consider want make claims exception self insured client would like pay ee claim denied long story short er retroactively made plan change raise maximum limit happened ee paid benefits pocket network provider cheaper provider network er would easily able go back pay claim er would like go back pay benefit want use plan funds going tell seek counsel wondering considerations send way	
9	legal employer require employee sign vehicle usage agreement drug screening	
2	hi employee requested emotional support animal medical reasons approved accommodation looking guidance message office allow regular animals workplace recommend say send announcement staff	
16	law requires employers provide hours three days paid sick leave per year employee works part time hours per week accrues hour per hours worked accrue approximately days one year meet sick leave law requires	
0	template sample letter form send group merging another company result cancelling group health plan due new coverage provided new company merging group wants notify enrollees writing transition small group aetna plan large group self funded plan employees told want send something formally	
2	jmangan gocgo com subject san francisco employee benefit rules one customers location san francisco brought health care security ordinance attention familiar requires san francisco health care security ordinance established several employer healthcare related obligations enforced office labor standards enforcement olse ordinance requires reporting filed documenting employee healthcare expenditures said please let us know ordinances san francisco group must comply	
13	think hr sample template creating corporate wide privacy policy thanks ernie	
19	annam gocgo com subject regulations employee absence abuse hello client would like know laws regulations pertain long employer wait terminating employee informed file disability claim fmla several instances employee unexcused absences consecutive days several days every week employer internal policy regarding absence abuse would also like know laws prevent terminating employment employee calls sick without documentation informed either file claim disability request fmla thanks anna	
16	one example hoping could help walk check test calculation would able help chance also took stab showed work blue font example jose makes hr works hours regular time hours overtime hours training week training rate hr right calculation total straight time hrs total overtime hrs hrs training time reg hourly rate hours calculate overtime half time premium calculate total overtime premium due hours overtime calculate total straight time ot flat fee training fee total overtime premium	
16	know answer find irs guidelines many days payroll ran employer submit hours earnings pay period carrier	
4	right carry card ever acceptable list document last years	
4	florida small employers required complete erisa filings	
4	summary material modification required	
9	wrap document required small employer prepares	
15	one employee clients office wants remove adult child coverage sticky situation employee wants client send cobra paperwork individual may wrong think someone wanting remove someone coverage life event qualifies cobra correct open enrollment period dependent age remove dependent child open enrollment	
10	first deduction medical insurance pro rated coverage effective date middle pay period based number weekdays pay period number calendar days law addresses issue matter company policy	
1	notices giving employees	
1	upon termination required furnish departing employees regards unemployment insurance employees iowa illinois missouri	
5	group newly hired employee major workers comp injury back work least weeks returning back light duty soon medical dental vision disability life benefits suppose go effect question group asked employee still eligible benefits since working hours contacted medical carrier stated group want enroll need provide details compliance	
16	many hours must employee work order eligible benefits company policy law part time person starting working hours want provide benefits ok	
11	historically hired summer interns past contractor basis planning hire intern longer period time year hiring employees would paid payroll	
4	reference client taxi cab company new york confirm whether taxi drivers required paid weekly basis	
1	hi client uses employees well updating employee handbook employees require legal require employees read sign internal employee handbook well north carolina	
14	exempt employee take unpaid leave extend vacation	
1	company golf outing friday one employees much drink broke ankle wondering liable outing completely voluntary give employee two drink tickets used terminate worker compensation issue	
4	tax category use setting referral bonus payment	
4	regard pre tax voluntary hospital indemnity critical illness portion non taxable	
10	nebraska employer road truck drivers paid mile require submit trip envelopes load haul miles receipts reimbursements supposed also turn proof delivery trip packet cannot get paid customer without question withhold pay miles load receive proof delivery load delay pay week proof delivery turned timely	
4	please provide information ada pda discussed	
8	hoping assistance question came employee settled workers comp conjunction settlement terminated employment coming back march terminated benefits leave reached maximum leave duration benefits fmla since return policy term benefits offer cobra however kept active system case turned workers comp termed settled question since previously termed benefits offered cobra happens point need extend cobra period termed sure works	
8	small group hit employees august subject federal cobra	
9	thank guidance provided extremely helpful one additional question degree thinkhr support employer items listed tax accounts could employer contact best understand needs set give direction go thanks support carrie kass msph ches	
8	amy called tammy employee diagnosed cancer already exhausted fmla want terminate benefits offer cobra	
8	favorite healthcare annual biometric testing also provides flu shots september year participation programs tied health insurance benefit offerings issues erisa cobra aca provide additional benefit appreciate input favorite healthcare annual biometric testing also provides flu shots september year participation programs tied health insurance benefit offerings issues erisa cobra aca provide additional benefit appreciate input	
8	favorite healthcare annual biometric testing also provides flu shots september year participation programs tied health insurance benefit offerings issues erisa cobra aca provide additional benefit appreciate input favorite healthcare annual biometric testing also provides flu shots september year participation programs tied health insurance benefit offerings issues erisa cobra aca provide additional benefit appreciate input	
16	business close employer pay employees unused vacation hours	
1	manufacturing company sewing onsite workers opportunity overtime supervisor pick specific employees get overtime based productivity without accusations discrimination	
1	currently employees getting ready hire since far employees wanted begin preparing things need know	
2	employee operate bucket trucks struggling getting bucket hip issues large operating bucket truck manner intended operated	
3	employee domestic partner plan longer together living together documentation would need provide order drop dp especially registered require complete dp affidavit form add dp life event	
4	good morning employer group considering adding domestic partners eligible dependents employee benefits package give guidance domestic partner policy would look like would like input guidelines affidavits required eligibility etc help appreciated	
3	current hipp form used terminated employees california	
4	received letter law firm requesting reference check plus detailed payroll garnishment records employee would normally provide job title dates employment required law provide rest information law firm	
1	got email client said approaching employees information policies laws etc provide begin prepare advance knowing get semi near future	
10	regarding ability pay employee lower travel pay rate blanket company policy employees traveling company event one time job site would paid lower travel pay rate would considered pre arranged agreement	
4	hi reading correctly mean differentiate pre tax post tax dp portion report anything imputed income need report imputed income offered pre tax contributions domestic partners question add domestic partner benefits domestic partner portion post tax however let assume employee biological child pre tax child domestic partner post tax plan would pre tax vs post tax rate determined situation	
11	hello situation employee submitted time sheets us late may june july also immediate supervisor sign time sheets send us time law governing timely submission time sheets please provide guidance situation thank	
11	pfl fmla run concurrently still required employees use accrued pto missed time dbl coverage	
17	records retained employee files specifically rollover request long need retained	
11	benchmarking data available regarding pto vacation sick time specific manufacturing would ideal	
2	employee enrolled direct deposit bank account suspicion fraud access able reverse deposit impression issue another check correct	
17	long required keep employee files	
7	caller registered thomas fuller email thomas fuller hubinternational com cell phone case need call client assisted living facility owned run religious organization best way know considered church group subject erisa via irs kind filing go document see subject erisa	
4	deadline eeo submissions year company miss submit information	
5	new hire application written gaps employment personal medical issues muscular disease complete control shared concerns working us development disabled adults per home staff members concern health sent job description take doctor doctor says current job however due muscular disease avoid contact confrontational clients	
14	trying understand difference salary exempt salary non exempt get docked pay hours non exempt still governed california exempt rules status federal salary rule change	
5	employee exempt decided work hour day due sprained ankle two weeks determine work done must pay right	
1	question investigations employees still okay let know cannot discuss issue employees	
1	hello pizza party friday drinks served looking get feedback employees types mixers beers wine would like see going ask via tinypulse anonymous survey generator liabilities asking even though serve drinks regardless	
4	need information client handle data breach company sells gaming consoles credit card data clients hand data breach prepare one	
10	small construction company employees pay cost family coverage owner company pay employee coverage rest employees considered discrimination favor highly compensated please explain	
15	employee terminated likely seen gross misconduct termination extended cobra however unsure date use qualifying event lines coverage extend employee placed administrative leave declined coverage medical plan due financial reasons time separation currently covered dental vision plans	
4	vm looking hire someone know fine line regarding benefits willing take willing take benefits financial purposes discuss benefits part negotiation want negotiate someone based need benefits	
3	hello question client ibeauthentic llc questions signed requirements compliance online signature verification work employees accept receiving notifications signature actual form housed system group employees sign paper form push things electronically employee verify received info consent forms need send data electronically benefit notices compliant group push notifications site documents available consent somehow gained annual notice sar go electronically	
1	question considering gift card employees anniversary depending length service give gift cards taxable income ca	
4	thinkhr kind hipaa training content resources client use develop training course managers	
14	supervisor making per year primary function supervisory wage enough meet exempt requirement	
15	employee offered fmla cfra life insurance included benefits offered medical dental thank anna	
4	question regarding medical requirements basic class drivers driver basic class operate two axle lb gross vehicle weight intrastate inside ca small emergencies errands company needs know drivers need follow medical requirements california commercial motor vehicle	
17	provide opposing attorney employee personnel file requested rule forces us provide documents attorney ca tx wv	
4	client opening office ca understand state mandated std requirement client voluntary std pays curious know suffice company go state get employees std plan state	
1	make sure employees receive ny wage theft prevention notices prior pay increase since know increase take affect december start giving notices november also case employees sign notice record	
16	kvoznyuk prairie care com subject pay question good morning employee salaried hours per week would like work hourly different job within company ot implications employee works works per week salaried job hours job would hours ot eligible thank	
4	please provide information ada process forms need handle employee relations issue manner	
4	thank person handling shift would hire replacement weeks would define undue hardship company aremilis galva human resources manager	
19	cazevedo evernote com subject problem casdi hi need assistance insight handle issue edd best chazlee forwarded message theral mackey date tue aug pm subject problem casdi chazlee azevedo worst website trying get claim going taken tries far still problem required medical records disclosure text required check receive benefits authorize named physician practitioner furnish disclose health information allow inspection provide copies medical vocational rehabilitation billing records concerning disability claim filed within knowledge following employees california employment development department edd disability insurance branch examiners direct supervisors managers edd employee may need access information order process claim determine eligibility state disability insurance benefits understand edd health plan health care provider information released edd may longer protected federal privacy regulations cfr section iii edd may disclose information authorized california unemployment insurance code agree photocopies authorization shall valid original understand right revoke authorization sending written notification stopping authorization edd di branch mic po box sacramento ca authorization stop date request received understand consequences revoking authorization may result denial state disability insurance benefits understand unless revoked writing authorization valid fifteen years form date received edd effective date claim whichever later understand may revoke authorization avoid prosecution prevent edd recovery monies legally entitled understand signing authorization voluntarily payment eligibility benefits affected sign authorization understand needing know filing physician sign appears allows read medical history revokes hippa protection records get sign theral chazlee azevedo senior people program manager cazevedo evernote com walnut street redwood city ca chazlee azevedo senior people program manager cazevedo evernote com walnut street redwood city ca	
4	regards plans last year modified true language look back end year see anyone owed money true looking back need information included year end compliance testing trying understand true gets reported year	
2	employee actually hr assistant postings facebook regards employment negative tones one would say threatening tone directed anyone particular extent discipline employee fb postings	
7	abombini jgparker com subject workers compensation hello one insureds asked following regarding wc advise employees usually get paid st dr visit like say working get injured go right dr cid imagefbaec jpg amy bombini account manager commercial lines fir ave fresno ca box fresno ca ph fax abombini jgparker com www jgparker com license please note office closes pm fridays summer months june july august email fax attachments confidential also may privileged named recipient otherwise received communication error please delete inbox notify sender immediately disclose contents person use purpose store copy medium thank cooperation	
4	update california osha logs reporting requirement understood reporting requirement put hold update	
2	former employee resigned asking copies check stubs duration employment worked us months oblige	
9	rules dictate whether employer allow mid year changes employee paid life insurance due qualifying events	
1	moving front loading pto accrual start accrual new employees grandfather employees	
10	development department trying sanction happy hour bar everything menu ordered including alcohol however employees pay attendance voluntary trying limit risk organization wanted talk strategies	
15	client employee spouse child due event employee seeking enroll spouse new child plan coverage takes effect day birth spouse terminating coverage employer plan coincide date birth concerns charges related delivery	
4	group employee month waiting period received court order provide insurance children waive waiting period received court order	
6	texas lunch break required texas	
1	private company need offer transit benefits union employees rely union provide benefits	
4	would school district find necessary compliance posters post throughout facilities	
1	larger employer operating new york city census employees covered collective bargaining agreement cba benefits secured union employees obligated offer transit benefits employees	
4	need educate hippa phi compliance project start give information describing defining phi	
18	designing paid sick time	
11	question american dental holdings locations az questions new pto law july wondering considered total employees per company per location wants make sure carry section part law minimum maximum carried death family included one reasons take sick pto time strictly sick time dentist goes vacation close office employee use sick pto days office closed whatever reason	
4	hr manager default company looking hire facilities manager best candidate found happens husband hr concerns hiring family members	
0	employee going process adopting child would eligibility date come onto plan sometimes get temporary custody adoption going	
1	aca requirements apply international employers employees us employees equal three	
9	employer force employees use direct deposit pay checks	
11	legal give employee comp time instead paying ot working saturday	
5	employee us months previously disclosed issue alcohol month ago sent fax va hospital requesting loa initially permitted time able return work difficult get touch completely clear still rehab facility homeless shelter attempting prepare winter season works key position sure continue accommodate leave	
4	compensation benchmarking	
1	architectural firm emerging professionals program hire people come work months summer etc latest person visiting china working us one year offer health insurance benefits pay employees offer coverage temporarily employed individuals	
16	driver operates passenger van state federal mandates set number hours shifts	
17	hello search cannot find clear answer question currently working data make sure need file annual eeo report several employees chosen self identify ethnicity acceptable answer file report responsible making visual assumption thank	
18	employee paid edd paid weeks paid logged asked question edd online responded weeks gets response problem	
10	salaried employee ran pto short days best calculate delete salary pay days	
2	switching ada payroll filling ncci workers compensation class codes put today date employee provided new social security card name change changed name hris feeds payroll benefits anything else need change	
18	question come regarding employee payments premiums checks specifically enroll coverage implied make payments benefits elected leave check cut pay us direct return still owe balance owed deducted future paychecks statement benefit guide addressing sign statement leave understand responsibility authorize us make catch payments arrears return work	
18	employee disability leave usually receives auto allowance month use personal car business required continue leave leave fmla ada	
10	commissioned sales employees receive guaranteed payment generally paid commission calculate vacation pay	
13	hello work fitness trainer suspect violating non solicitation policy signed employment currently employed company steps take ensure policy honored appropriately thank allyse roberts allyse fitness com ext	
2	received request employee verification employment someone department told someone coming meet person director would like confirm person employment handle ask past income applications state california provide prior performance reviews employee new manager requesting give manager entire file	
18	employee disability leave since march st extended leave times medical certification need comply fmla since less employees	
1	set base inside employees end year give discretionary bonuses based overall business everybody relies bases use average compared industries lot lower industry average recruiting talk discretionary bonuses recruitment standpoint looking restructuring bonuses structure marketing department say longer eligible discretionary bonus discretionary versus non discretionary bonus one subordinates marketing department would like title change sure next level marketing specialist	
10	rdevries visioninternet com subject spam thinkhr live issue response hi christina thanks much getting back days pay period would pay days worked deduct days pay period salary thank rose de vries office manager rosed visioninternet com www visioninternet com	
2	employee autism spectrum whose role requires contact members employee condition interaction members sometimes bit abrasive inappropriate taken context employee manager wants terminate interactions members however concerned possible ada discrimination implications due autism diagnosis	
1	client non profit hospital hospital owns another local hospital wants know two hospitals different health plans employees two hospitals trying avoid aca provide aca healthcare approved health care hospitals employees hospitals tennessee separate federal id numbers main hospital employees one	
15	client employee spouse age disabled disabled yrs february clarify employee elect medicare part sufficient spouse covered group plan insurance primary	
19	employee fmla exhausted weeks probably able return work recently approved ss disability carrying insurance since past weeks cancel insurance	
3	form rule	
5	hired person carhop one sonic drive ins hired nose ring specific policies nose rings pericings jewelry went vacation returned nose ring asked remove mother stated religious reasons responsibilities allow wear nose ring work inside customer contact	
2	hi legal company use employee photos organization charts posted accessible company intranet violate privacy laws	
18	would send information city los angeles paid sick leave regulation	
19	client wants policy writing stating company pays reimburses officers premium health dental vision long term disability life insurance health insurance individual policies rest benefits group benefits would good template find right wording policy officers	
1	please confirm acceptable methods health insurance exchange notice delivered employees within day window employees date hire	
5	situation employee requested full day pto hours due coverage told handle full day due work coverage employee state delaware headquarters nevada employee scheduled report work noon delaware instead employee called hr nevada hour scheduled time work said doctor taking disability would like put claim would like called back called back started asking information std ltd thinks std would weeks call talk manager phone person manager called said call show report within minutes shift called ncns said called manager yet called hr insurance company advised call hr department hr person would inform manager manager moving forward ncns process consistent ncns policy grounds termination still terminate would consider leave ada	
7	maureen aiken usi com subject smoker rates hello small group please advise employers pass difference smoker non smoker rate employee words single non smoker would pay less single smoker maureen aiken account manager usi insurance services llc sentry parkway west veva building suite blue bell pa voip maureen aiken usi com www usi com cid image png ebf usi one advantage approach delivering client solutions learn please note may rely email communication us report claim give us instructions place bind change terminate coverage unless subsequently confirmed writing received message taking action requested confidentiality notice information contained email message including attachments sole use intended recipient may contain confidential privileged information unauthorized review use disclosure distribution prohibited intended recipient received communication error please contact sender reply email destroy copies original message thank cid image jpg cf bfb	
15	small group received court order employee add children currently waived coverage medicaid florida group advising enroll two children refusing sign enrollment form health coverage recourse group based court order thanks	
2	client formal policies regarding replacing employee approved ltd issues terminating employee replacing position	
9	email sent hourly restaurant manger employer employer responsible wages incurred employee reads email	
16	hour operation employees may end working two different hours shifts hour period employee clocks required return work hour receive shift differential also entitled overtime	
4	gift cards taxable income	
18	employee qualify fmla ada policy personal medical leave employed least days eligible days time frame ada black white regard timeframe	
4	attempting put together base line data salaries specifically salary ranges caps utilized compensation tool finding job titles	
2	laws regulations prevent employee pay direct deposited another person checking account employee name recipient account joint custodial account	
15	employee continue covering dependent child even married irs dependent still age	
4	information undue hardship	
4	please send information concerning undue hardship	
4	builder tool benefits notices save word doc send client pdf manage client receive newsletters thinkhr random questions many employee classifications value offer differs shrm	
2	working creating vehicle policy far employee get accidents company vehicles get accident require pay deductible cost damages options beside financial disciplinary avoid perception discrimination employee costs lot money template	
16	manager maternity leave intermittent fmla asked begin working sooner expected home allow pay based hours worked	
15	group former employee requested cobra signed said send premium within days wants know coverage reinstated group reinstate coverage wait receive premium amount days group confused would reinstate coverage receiving payment thank help	
8	wanted find medicare members eligible cobra	
13	asked following employees sign aware calls may recorded training purposes think required law maybe put handbook example policy	
9	question group health insurance medicare eligible employees short part great response received question employee right take group health insurance use medicare primary purchase supplemental coverage take employer offers response employer least employees employee becomes eligible medicare enrollment employer require employee enroll medicare drop employer group health plan prohibited per medicare rules employer required law continue offer employer group health coverage employee eligible medicare per medicare secondary payer rules employee enrolled medicare employer group health plan employer group health plan pays first medicare pays second employers least employees complex	
4	pto company going pto one question carryover planning days matter hours use first begin use	
12	employee hsa get divorce annual deductible treated split claims apply individual deductible	
14	per diem medical physician classify non exempt employee employer pay mileage travel time home clinic place work	
4	please send information including sample policies forms non fmla leaves issue	
2	younger employee voice fry sound professional presentations would like talk best approach	
4	new manager filling another manager vacation made changes schedule manager approved several people request change set schedule however best interest company change back	
4	hello please tell eeo survey applies employers normally completes filing	
4	hourly employee california whose last day friday end temporary assignment required provide final wages day	
0	client small employer employees nc relatively new employee insurance plan days yesterday rec call family involuntarily admitted substance abuse program date return unknown need terminate want know things consider believe state continuation rights eligible continue medical insurance would like state requirements plan consecutive months insights things think would appreciated thanks	
10	employee handbook says pay holiday pay part time employees work holiday late paying th july holiday pay pay penalty late paying impacts employees ca tx	
14	two employees turned amendments changing status exempt employer obligation verify exemption status theses employees employee provide documentation meet exemption taxes	
1	employee bring newspaper kkk horns president trump penis drawn wanted meeting employees address however concerned violating national labor relations act nlra	
5	employee missed time work health condition fill doctor note employee told someone else stroke chest pains manager overheard conversation employee come forward information request accommodation provided type restriction additionally performing job find position requires substantial lifting moving around etc want hurt want talk situation	
0	taxing imputed income domestic partner coverage someone family plan add domestic partner actuality employee plus children family plan employer offers family plan individual plan add domestic partner would taxable amount addition domestic partner	
0	er group wants reimburse employee medicare premiums terminated plan went medicare want reimburse premium	
15	question client hope well question came office dependent eligibility since hr always required proof eligibility outside open enrollment new hire enrollment health insurance brokers past always asked information enrollment form qualifying event sent add drop coverage thought requirement erisa carrier audit trouble finding information information best practice industry	
14	visa holders exempt fica futa sui please send info question thanks	
18	currently offer vacation sick pay know payout vacation termination sick also offer pto benefit would need paid like vacation paid time start offering would employees use pto first use vacation	
4	hi tell long employers required retain employment applications applicants hired new york state thanks	
4	good afternoon would like know issue memo inform warehouse staff charge issued neglecting product several occasions requested step boxes use ladders since product damaged get hurt still change product please advise	
2	employee serious health condition told us condition another employee told us worried employee sick falling asleep remembering things position employee driving position kids car qualify fmla go getting certification health care provider form know fit drive employee requested time due medical condition	
15	tax financial benefits available small employers texas offering group medical coverage	
5	employee show worksite company work sent home employee supposed work hours need pay even though performed work	
3	thinkhr site looking information dol electronic disclosure regulations fed reg would like distribute insurance informational paperwork electronically instead printing copy everyone looked irs dol sites see employer required want distribute documents electronically need get employees signature distribute documentation electronically cannot sent electronically right print relevant forms employee handwrites information electronically recorded goal make one process employee completes form online record created date time form completed every time search information subject directed irs website documents least pages long	
5	question general employee workers compensation employees fmla employer doctor says able return work weeks terminate obligation due return work healthcare provider nurses aid serious back injury weeks lifting injury perform essential functions job retain issue	
13	evernote starting update handbook wanted include additional guidance code conduct given current political social climate essentially theywant policy goal create safe place express views beliefs respect others create hostile work environment sample language provide	
4	summary material modification template	
10	new pay equity act goes effect ask applicant seeking compensation consider position question asking current compensation past history hoping ok	
9	law requires employer honor employee seniority benefits level vacation rehired	
8	let us know benefits handled fmla non fmla leaves point cobra offered issue	
19	putting together paternal leave policy policy includes fmla rules compliance state mandated disability coverage short term disability benefits new ny state mandatory paid family leave template use create policy	
11	employee returning leave cannot work full time upon return continue maintain benefits determines full time benefits per law continue benefits returns working part time	
5	employee workers comp due back problems since february released doctor come back work must offer position offer different position pay doubtful employee would physically able continue previous role need another position thanks	
4	business become covered entity business associate comes ada requests phi customers requesting accommodation credentialing organization registrants must pass assessment provide us phi request ada accommodation assessment make us covered entity business associate thanks	
16	three different ways track pto timesheets payroll system timekeeping system calling bamboo employee accrued hours pto asked amount pto plus unpaid pto allowed previous office managers allowed go hole pto process requests properly pay never reduced therefore balances reduced properly pay stub reflects hours pto available actually hours hole handle	
10	mtmiller argentmanagementllc com subject payroll pay period change please distribute suzanna carey thank regards matthew miller director human resources argent management llc sm morse avenue irvine ca mtmiller argentmanagementllc com sent friday april pm subject payroll pay period change employees implementing changes payroll process includes changes payroll provider adp strategic decision enable us expand services available providing access suite tools resources value added services enhance employment experience expect receive information expanded services weeks come first step transition process changing payroll period end date pay cycle continue paid th last day month however pay period end business days prior actual pay date eliminate confusion following information clarify questions may regarding change argent management changing pay period end dates order adp payroll effectively process semi monthly payroll require minimum business days collect verify process paychecks company provide financial assistance help minimize financial impact argent management would like minimize adverse impact change may employees regard offering payroll advance days pay back payroll advance yes day payroll advance need paid back leave company hours worked paid adjusted accordingly salary calculated annual salary affected pay period end date change change take effect next pay periods dated follows pay date april pay period april april day payroll advance added pay date may pay period april may pay date may pay period may may beginning april th going forward employees paid actual hours worked including overtime pay date associated pay period necessary employees input hours time attendance program sage end pay period stay tuned next several weeks providing information regarding upcoming adp employee self serve website meantime questions change payroll end dates please let know	
