cluster	question	 
1	follow up to the Severance pay question... we gave severance pay to employees that were laid off in March. This time we are not paying any severance to all the employees being laid off because the company is not in a position financially to make severance payments. will this be considered discriminatory?	
1	We have an employee who is leaving today. She does not have enough to cover her premium payment. What can the employer do in this regard? Can we deduct this? Our business will be closing, so we will be laying off employees. What will happen to employee benefits when we close down?	
1	If we are letting a person go in the state of WA with a 2-week severance, do we need to have their final check and severance available at the time of notification/signing?	
5	I called an employee who had been sent home for being under the influence while at work. We had previously counseled and warned him on showing up under the influence and the next time would lead to termination. I terminated by phone but failed to hang up my Bluetooth. If he overheard anything, can that be used against me? All I did after the call was communicate to this manager that I had spoken to him, we would be processing the termination and that he woudl not be back. Could this be used against me?	
2	Paperwork required at the time of termination	
4	We received a resignation letter today from an employee who stated her last day wanted to be December 1st. Can we change her last day to be the 30th of November instead of December 1st?	
3	Employee suffered workplace injury on 11.16, post accident drug testing was positive, second sample test confirmed methamphetamine today, the employee has been off work and was going to be returned to light tomorrow. However, the employer's policy is to terminate employees who test positive for drugs. Considerations?	
1	We are Texas. We have a full time employee who turn in a 6 weeks notice, stating her final day would be 12/31/17. We have been recruiting to fill her position, and may be able to have someone start on 12/16. If this is the case, and we decide to make 12/15 the employee's final day, would we be obligated to pay her through 12/31?	
1	We have about 62 employee, and about 55 are clinically trained employees. We have a new hire who was clinically trained but we are seeing some huge gaps with this employee. Gaps in ability to follow up with patients. We put together a PIP and things have gotten worse. We did not catch this in the interview process. Are we okay with proceeding with termination? Are we okay to provide her with pay through the end of the month?	
5	We payed the employee a per Diem last paycheck of $550.00 to travel. He was suppose to travel yesterday, but didn't and he was a no call no show today. We are terminating him. Can we deduct that amount from his final paycheck?	
5	We had a situation at one of our stores where our employee spoke very inappropriately to a customer (in a sexual manner), when talked to about it, he got upset and almost physical with another employee. The other employees in the store said he was acting very erratically and thought he was under the influence of drugs or alcohol. It really sounds like grounds for termination, but that is a sticky situation in CA. What can we do to protect our customers and employees in this situation?	
3	Hi, In the State of IL: If an employee quits voluntarily with a two week notice - is the Employer required to accept the two weeks or can the Employer state that the date of the notice would be the actual last day? I realize IL is an At Will State but am not sure about this. Thank you!	
5	We have an individual who resigned/terminated with us last Friday. He had signed an external agreement for training costs that exceed $500 or more that if he left prior to a certain date, he would repay that amount. We are trying to figure out if we can deduct that from his final pay. The employee is in Colorado.	
3	We have a client who has a project they need help with. They are planning to hire a temporary directly and are wondering if they don't have work for them after the project is done and need to end the assignment (probably 1-3 months) would the employee be able to get unemployment insurance?	
4	I'm coming to the end of a Performance Improvement Plan for one of my employees. I plan to let her go but I would prefer that she find another job so I don't have to terminate her. Is there a way I can tell her that without put my company at risk?	
5	Marijuana is now legal in CA. We have a strict no drug policy and cannot allow any employee to be under the influence while at work. It was reported that one employee was smoking marijuana in a company vehicle on a worksite during work hours. We brought all three employees in and asked if they would agree to a random drug test, that we had reasonable suspicion that one or more were under the influence. Two employees said yes, the other one, (the one we suspected said no). He said hes not going to pass, that he smokes marijuana and has for years. He refused the test. We sent him home and had him stay home the next day while we figured out what to do. He is due back today. Can we terminate him? If so, we dont want to have high unemployment rates, can we contest?	
2	My company is going though financial struggles should I terminate or layoff? What's the difference?	
4	Even though the deduction would be legal, is she required to bring home a certain net amount? Or can we withhold 100% of it since she owes us more than what her check will actually be?	
1	We are offering severance agreements to about 30 employees that are being acquired by another company. What are the rules around these types of releases?	
5	We let an employee (California) who was having a lot of emotional outbursts after 2 years. His attorney writes to us stating he had offered to resign and that ADA discrimination could apply and that his resignation is invalid. She would like him to be reinstated and be allowed to go on FMLA. We asked for a note for him to return and he simply provided a release, but then he had another outburst, he would yell out things. 4 employees complained. He was upset with the system and went into the bathroom and had conversations with a friend about being suicidal. He discussed he did not know why we weren't letting him go. He yelled he wouldn't go outside because the police were out there. We told him we couldn't handle it, and we offered accommodation if he had a note. We knew he had a medical condition. He never asked for accommodation. His priest, friend and sister all called me.	
0	Follow up questions regarding the payout of vacation upon termiantion in Tennessee.	
4	I have a full-time temp hired about 7-8 months ago. It was addressed in her initial offer that the assignment was expected to last through February. I plan on confirming her last day of employment soon. What is required at termination?	
2	Melody Phone: 646-873-7791 Email: melody@yosisamra.com Need help completing record of employment	
4	We just hired an individual on January 25th 2017. She is part time and has worked maybe 5 days for us. She called her supervisor explaining that she had injured her knee prior to the hire and needed to see her doc and get an MRI. She followed up the call with a note from the doctor saying she should staff off her knee until the results of the MRI. Her job is 99% using her knee. She cleans and walks dogs etc for the shelter. Today her supervisor received this email.....Just received results- medial meniscus tear in left knee. Waiting for doc to send referral to orthopedic surgeon to discuss options- surgery, pt, etc. I requested a note for your records. Based on what the nurse said, I shouldn't be on my feet until I meet with orthopedic specialist. I'm super bummed but glad I went in before it got worse. Please let me know how you would like to proceed. Can we release her (at-will)? We really don't have anything for her to do sitting down.	
4	An employee had just enrolled in the Dependent Care FSA account with an effective date of Feb 1. She suddenly resigned as of Monday, Feb 6. She feels that we should not deduct the FSA Dependent Care contribution amount from her final check, nor should we deduct her group health benefit premium, which will continue through the end of the month. February 6 is the start of a new pay period. How should we manage?	
4	A part-time employee submitted a written 2 week notice of resignation. She was scheduled to work 3 days a week for both of the two weeks. After one week, the director told her not to come back. Do we need to pay her for the 3 days she was scheduled to work in her final week?	
4	A part-time employee submitted a written 2 week notice of resignation. She was scheduled to work 3 days a week for both of the two weeks. After one week, the director told her not to come back. Do we need to pay her for the 3 days she was scheduled to work in her final week?	
4	We have an employee who has been out many times, and has been written up in the past (excessive absenteeism and improper notification). This employee has been written up Aug, Nov, and January for improperly notifying her manager of her absence. We have a clear policy about reporting absences (must "speak to your manager") and she has texted or will call in and say I don't feel well now and will be in later. Sometimes she has doctor notes and sometimes she does not. She was out times in January and one time in February. The last write up we went over everything so that there could be no issue or misunderstanding. She did the same thing again this week and today we terminated her. She has never stated a need for accommodation, hasn't asked for a leave or anything.	
3	We will be closing one of our restaurants for 3 to 4 weeks this spring for some construction and remodeling and are wondering what our options for our employees may be regarding leave of absence, unemployment etc. Also, how will this impact their insurance participation if they are part of the group plan.	
3	We have an employee who gave notice he is a manger so they want to let him go a week early. Can they do this?	
3	I have a small employer group that had an employee quit on 2/6/17. The worked during that week. When terminating the Kaiser coverage with that date the coverage will cancel at midnight on 2/28/17. The group has already paid premium for the month of February so how do they collect the employee portion of his premium? If the employee does not want to pay their portion of premium can the Employer terminate coverage effective 1/31/2017 instead? What is the best way to handle this situation?	
6	Venue Book; Lisa Castillo lcastillo@avlgrowth.com 303-956-5803 We termed an employee yesterday and JustWorks has it in their system as today's date. I was wondering if they need to get a direct deposit of their final pay sooner than the usual pay date which is 2/15. This is for New York law	
2	Can you send me a sample Severance Agreement?	
6	We have a job abandonment policy. If an employee violates that policy, it is considered a voluntary resignation. In California, when would the final check be due?	
6	When an employee is terminated, final wages have to be given on last day, this we know. We paid an employee on February 3rd, however their last day was January 27th - what would our penalty look like?	
6	We received a wage complaint from the state of Texas. An employee is stating that we over deducted for his group benefits when we actually didn't. We make deduction in advance so on his final paycheck in December, we deducted for January coverage. Is there a problem with doing this?	
1	If we issue company equipment and they are lost or not returned at exit interview are we allowed to charge for lost cameras, equipment or any other issued devices.	
5	We have an employee hired within the past 45 days to be a CDL driver. At the time of hire his driving record came back clear with no restriction or suspensions. However, when we added him to our insurance the agent said he is uninsurable due to prior DUI. Can we terminate him due to uninsurablity?	
5	A Texas employee started with us on December 12th. We give new sales people a 3 month, non-recoverable draw and that it must be repaid if the employee leaves within the year. He resigned on Tuesday. Can we deduct the draw from final pay? He quit without notice. On this check he would be getting accrued, unused PTO. He's received about $16,000 towards $33,000 and $4,300 in reimburseables. He would still owe us $5,300 if we could make the deductions. Or, do we pay him what we owe and pursue him for the rest?	
2	Does your site contain salary survey information? I am also looking for information regarding exit interviews.	
4	We have an employee who we suspected was under the influence on the job. Our policy states we can conduct reasonable suspicion drug testing. She agreed to go for a drug screen, but indicated she would probably test positive. He did test positive for opiates and oxytocin. We are planning to terminate, however, I wanted to double check to be sure Pennsylvania did not have anything that would require us to provide her with rehab options.	
4	An employee is on PFL for bonding with her newborn. She wants to return on a PT status only. We do not have any PT positions available. Can we terminate her? Another EE wants to work a second job in our company. Would we need to include all hours in both jobs when determining OT and DT?	
3	Company Name: The Working Assembly Email: Julene@theworkingassembly.com Phone: 917-756-1981 Malcolm from JustWorks An employee was only employed for two months, in the state of New York. Would they be eligible for unemployment? Do we have to pay that out of pocket?	
0	We have a franchisee with a policy that states that if an employee does not give notice that they will only pay the employee their final wages at the minimum wage. Is that legal? Do they have to pay out incentive bonuses at the time of termination?	
2	Melody Phone: 646-873-7791 Email: melody@yosisamra.com What is the requirement for New York for a termination notice?	
6	Can we hold a deposit on an employee's last check for company property such as key's, ipad's etc... if we have them sign an acknowledgement stating there will be a deposit in the amount $ held from their final check until the property is returned. Prior to giving them the property.	
1	We are terminating an hourly full time employee. He has been with us less than 6 months and no contract is in place regarding severance pay. What if any are our legal obligations (federal or state of CA regarding severance pay and notice of termination?	
6	I terminated an employee in the office today however, when I went to get his final paycheck, someone had already placed the check in the mail. The employee has since left. Can I get it trouble for this? I was thinking of stopping payment on the check mailed out and issuing another live check for his pickup. What are your thoughts?	
6	I have an employee who resigned. When are his final wages due, what needs to be included and what documents are required at termination in California?	
4	We have an employee who was accused of drug use at work because some drug paraphernalia was found in the restroom. We have not proof this was hers, however. She was just recently in a very bad accident, where her 10 year old son was killed. She is in the hospital, and her boyfriend who was driving was arrested. Her older son posted on social media that she is a drug addict, and that the grandparents have taken the older son. She may be able to return to work in a few weeks, however, the salon manager does not want her back, and wants to terminate her employment.	
5	We have an employee who abandoned his position on a Saturday night, Then posted a public message saying he was disgruntled abut pay and was moving on. Then on the following Tuesday his attorney contacted us stating he had a open workers' comp claim. This employee had continued to contact me (not his attorney). Typically when an attorney is involved we only have communications through the attorney. Would like to get some advice on best practice. The GM responded to the employee on the electronic message board in an unprofessional manner. It's a board that is private only to employees of this location. It's not open to the public.	
6	We have an employee who passed away over the weekend and wondering who we release his final paycheck to.	
4	We have an employee who has excessive absenteeism. She has also been challenging in other ways. We were accommodation her restrictions due to an off the job injury and moved her to a different location which could accommodate her restrictions. She really didn't want to go. She kept calling in sick, didn't go for the training day as planned. She did go to the location and on her first day at this site she fell and filed a workers' compensation claim. She has been returned to work but we feel she is a liability and unreliable. We are considering terminating her. Would like to get a second opinion.	
5	We spoke with THR previously regarding an employee who had called on previously. We waited to see if the employee was incarcerated and this did prove to be the case. His spouse has confirmed that he has been arrested and we will be moving forward with termination. How should we handle his signature on our eternal separation forms as he is not available? His wife will be coming by for a meeting to drop off his laptop and company cell phone are we okay to provide her his final paycheck.	
3	It's regarding maternity leave and job protection. Division with 9-10 will be divested and employee will go with the new company; if this employee is among the impacted employees who will be terminated; some of who may be offered jobs. Will the employer have any issues with discrimination?	
1	We have got a situation where I have a 13 year employee and we have not been happy with performance. We had him make two critical errors to a tune of 160,000 and we had some issues with our PNL. We are trying to correct the issue right now. We told the employee that we are evaluating the situation formerly. I discussed this our management team. I can outright terminate this employee. I want to sit them down and amicably and offer a severance package and decide terminate. Am I in the legalities can I offer a conditional severance? These issues have come up over the past three to four years and we have addressed it and provided verbal or written warning. These are job performance issues. Usually the person will never apologize for the mistakes. She states that she has too much work load and when we try to bring someone one she says she does not need someone to help.	
2	Is an employee's (voluntary) termination date the last day of employment or the day after the last day worked? Thank you!	
3	One more. On the Notice to Employee on Change of Status. This is a ridiculous form, that being said, what am I supposed to write other than you last day of employer is Friday, December 1, 2017 under #3. Or do I just write terminated	
2	What can I tell other employees about beloved employee's termination?	
0	I have one additional questions around pay. Can you confirm the following must be paid at time of notification: * Regular pay * Unused vacation * Prorated bonus Is there anything else? Also it is payable at time of notification or can it be as of termination date? Ie notice on 11/29 with payment 12/1?	
6	We have an employee who passed away and we have a final paycheck we need to issue. In order to give the final paycheck to their beneficiary (spouse), is there a particular form that must be completed in order for us to release that final paycheck. Also, we are in the state of California. Secondly, is there a specific dollar amount limit that we can provide the beneficiary or is there a limitation that we need to pay attention to given that we are in California. Would you share any other regulations we need to consider: time limits? forms? signatures? notifications? etc.	
6	If an employee has an outstanding note payable, and they voluntarily quit, can we deduct the amount owed from the employees final paycheck?	
2	At time of termination? At time of notification or actual termination date. So if we give notice on Wednesday but the pay through date is Friday..... money can be delivered on Friday?	
5	We have an employee that just came in and gave his 2 weeks notice. Now since he has given the notice, he has been talking with the other employees about it and creating problems. If we asked him to leave now prior to his 2 weeks notice, would it be classified as a termination and would we have to pay unemployment benefits? Also, what is the current maximum number of weeks for employees to obtain unemployment benefits in Wisconsin?	
1	When someone resigns, and we want to let them to leave that day, do we have to pay them through the two weeks?	
4	RE: STEVENS We have an employee that was written up for insubordination on Oct. 18th. She immediately sent an email tendering her resignation, but within the hour rescinded her resignation. The write-up said they would meet again in 30 days to discuss the status, but there has been no change in behavior. They are wanting to let her go at the end of the month. However they are wondering if they can tell her they are wanting to accept her resignation now or if they should just terminate her employment because it is not working out?	
2	We are looking for verbiage. We accidentally double paid a terminated employee. It's a CA employee. The payment was sent the 7th of November. Looking for verbiage on a letter collect the over payment. Do you have a sample letter?	
2	We recently laid off an employee. This employee asked for a letter from us to apply for unemployment. In the state of Florida are we required to supply this letter?	
4	A client has 5 employees. Given the headcount, they don't have to comply with domestic violence leave right? The employee has been with them 2 weeks. The employee's boyfriend went into the employee's email and sent an email to the employer from her account slandering her. She called off and she wasn't sick, not a good person, said things about her character. They brought her in today to talk to her about the email. He kicked the employee out of the house - overbearing, possessive, etc. Supposedly she is off to get a restraining order today.	
0	We had an employee submit his resignation on November 17, but he is stating effective 12/1. I understand in Minnesota, PTO/Vacation pay is contractual and the employer can set to policies. Our policy is a two week notice to be paid earned PTO/Vacation. However, Im not sure about a resignation like this. It is a two week notice of sorts, but I dont think he had any intention to work two weeks (nor do we want him to do so) and he hasnt asked to use Vacation. My question is are we required to pay him through December 1 (or November 30, our monthly pay day for salary employeees)? Or can we accept his termination as of November 17 and only pay to that point? Im checking Minnesota refs and I cant find an answer. Thanks for your assistance! Have a great Thanksgiving holiday!	
6	I had received a response back from Amy regarding deducting wages from the terminated employee of property that they must return to us. According to Illinois law. The deduction must be signed and agreeable at the time the deduction is made. This is what is in our handbook. Will this be ok or do we have to have them sign one at the end. "An employee will be required to sign the Wage Deduction Authorization Agreement to deduct the costs of Company items from the final paycheck, if such items are unreturned upon termination of employment."	
3	When an employee is fired; what are the laws about paying them their PTO	
4	Employee provided doctor's note July 27 stating she was pregnant and has 30 lb. weight limit. Position has 50 lb. requirement so we accommodated. In September employee notified supervisor she had transportation issus and asked to have status changed to on-call. Since then she has not responded to requests to work. Yesterday the supervisor terminated employment. Concerns?	
2	An employee was let go for sleeping on the job. In the termination notice we are drafting, can we include specific details to the reason she is being let go? What is the best practice for a termination letter to avoid any legal issues.	
1	Looking for a verification of employment template; a standard reply for when we are asked to verify the employment of our former employees.	
0	We have employees in several states. We terminated someone in Illinois yesterday. The individual wants a copy of personnel records. Does Illinois require employers to provide employees a copy of their file? How soon would we have to make them available? Does Illinois require that we pay out unused PTO?	
6	Caller Gerri Lynn. I have an employee that gave notice today they are resigning as of today. Do I have to have pay today because of the holiday? The final check is due within 72 hours when an employee resigns without notice. We are closed for the holiday on Friday. Can we pay her the final wages on Monday?	
6	What is the timing for paying a final paycheck. This individual quit and our payroll is next Wednesday. California. I believe they quit yesterday. Today he was a no call no show.	
5	We had an employee who on Monday gave his two weeks notice. Today he come today and is refusing to work. If we tell him to leave and not come back, is it still considered to be a resignation?	
1	We're updating our handbook - with regard to monthly premiums for health insurance: our employees are paid biweekly. If an employee leaves at the beginning of the month can we double deduct premiums? Employees are in Missouri.	
3	Found out this morning about an incident involving an employee who came forward to their manager about substance abuse. Was sent home by the manager as was concerned about being under the influence of alcohol. Employee admitted to drinking on the job. Can we terminate? What are best practices?	
4	We have an employee who left us a bit ago, and before she leave we knew that she had an issue with another employee. She was a temp and then became our receptionist. She was in another area and was having an issue with another employee. It was petty issues, about certain words or tone used. We suggested they talk it out. They vented about each other to other employee, which made it worse. We asked they they not do this. The one employee has been with us a long time. Our next step was to move the new employee. The employee has filed an UI claim with the TWC stating that she had to quit b/c of harassment.	
4	an employee said she was retiring and now is stating she has changed her mind. We made company changes based on the first information. We are a real estate company in NYC.	
5	Wilkins Automotive (Tamara) JWilkins@wilkinsautomotive.com 410.960.6191 I have a general sales manager that I have a compensation package with. We guaranteed him a certain amount and he has under performed. I do not have an end date. Do I have to pay him out throughout the end of the year. They normally work on commission and we offer a straight salary for a certain amount of time; in which we offer him a salary.	
3	Are there any implications in terminating an individual while filing their workman's compensation claim due to the severity of the accident that they had and the fact that it was DOT reportable?	
1	Can we layoff our lowest performing employee who is employed in one region, due to over-staffing, then hire someone else for a different region? Do we have to offer the employee we are considering to layoff, the position we are hiring for?	
5	A new employee (less than 3 months) who mentioned he used to be a hockey player and has a herniated disk. He was asking if he should stay at work or go home. She told him to report back to work, he disagreed and said he would call. He called at 11 (he was supposed to be in at 9). He called and said he was going to go to the chiropractor. He did not show up on Saturday. He texted the store manager 30 minutes after he was scheduled to come in because his girlfriend was suicidal and he could not leave her alone. On Sunday he was scheduled to come in, the key employee made arrangements for another employee to come in. He was sent home since he was not calling in. Today he showed up 15 minutes (forgot his wallet) later (he called) as if nothing never happened. The store manager wants to know if we can just let him go? The text Saturday sounded like a goodbye text. There was no conclusion to the text - he didn't say he would be in the next day. He is not eligible for sick leave yet.	
3	Can someone be terminated in Michigan when they are on STD, if they have no FMLA protection since they have been employed less than one year? The company is doing a reduction in workforce and would like to include this person.	
1	We are going through some layoffs due to funding issues. I was hoping to get some information on the minimum requirements for paperwork to document the layoff. We were over 50 employees last time we did this, we gave a month of severance, a general release of claims. We have 33 employees now. Do we have to comply with the OWBPA requirements if we pay severance but do not require a waiver?	
2	Disability- Pregnancy Good Morning- We are having layoffs at our company and included in there is a woman on maternity leave. (we have consulted our legal council). I would like to provide her with all her options for claiming disability fir the dilation of what would have been her leave. Are you able to send to me the best options for her/how to? Thanks, Anna -- Anna Burns JUICE | SERVED HERE NEVER CONVENTIONAL Talk: 310.838.2724 X 100 Email: anna@juiceservedhere.com Surf: www.juiceservedhere.com Social: www.facebook.com/juiceservedhere Pics: www.instagram.com/juiceservedhere Eat: www.jshmarinacafe.com	
5	We have an employee in Tennessee who we hired as a regional sales manager. We have some negative feedback about him from from clients, however, this has never been addressed with him. In the meantime, the employee who left the company prior to this new hire (who was hired to fill the vacancy) had informed us that he is again available and would like to return to the company. Senior management wants to hire this individual back (he had been with the company for many years) and terminate the new hire.	
3	I have someone who informed me they are putting in a resignation on 12/18 and they want their last day to be Jan 2nd. We pay for the holiday week and I don't want to pay them if they are not going to be returning after the holiday. I want to accept their resignation. What are the options? Do I have to pay them the final week? Can I just accept their resignation the day the give it? Would like to discuss options.	
5	My client has a chronically underperforming staff member (multiple documented issues). She happens to be approaching 65 years old. We've talked about progressive discipline and setting up goals and deadlines, with the consequence for not meeting goals being a reduction in work hours. He is worried about age discrimination if he outright terminates her, since the other receptionist is younger, newer, and happens to be more productive. He would INCREASE her hours. He asked if he should just offer a severance package to the underperforming employee in return for agreeing not to pursue any legal action?? I'm not sure I agree with this approach, but told him I'd ask about it. What would you say? Bess	
1	We are a CA employer, with less than 20 employees. We just terminated an EE, the healthcare company sent her cal-COBRA. EE has come back and asked about COBRA federal reimbursement up to 65%. We believe this law has expired. Can you confirm?	
3	What depth can I have an employee sign a contract? When we are terminating someone at the time of termination they are telling us that they were not paid accurately in the past (i.e they were not provided a meal break).	
3	1. Separation agreements: in the past I have given hard copies and for this one it has to be emailed the person will sign and then return to us. can they do this.? Can they do this in RI? There is a place for company and employee to sign does it matter who signs first.	
5	We have an employee who currently is on a medical leave due to an injury (on his own time). We want to terminate him for poor job performance. Can we terminate him while he is out on his leave? They have reorganized the department and won't need him any longer. Additional Information: He is a relative of the owner so hes been allowed to remain out. He isnt receiving pay and is collecting unemployment. We keep asking for a doctor's note and aren't getting anything; I don't think he clearly understands the situation. He's been out since August 9th of 2017.	
1	We are terminating our Director of Engineering today. We are at-will employer. Executive team wants to end it with no reason. What can I say to push back, as I think we should add more detail?	
5	CFO wants to terminate an employee hired in Accounting in February. He has an MBA however his skill set is so basic as to only constitute clerical skills. CFO has stated that he has spoken to the employee however there is no documentation. CFO states he has been given guidance and is unable to perform the duties after being given guidance. Employee states that he has asked the CFO for guidance and has not been given guidance. Former CFO experiences the employee as being "slow". It's regarding terminating an employee. Would like to speak to someone.	
2	What is common for a business of our size in regards to a severance policy? Different for with termination cause and without cause?	
3	I have a question on a drug tests. How do I proceed with positive marijuana when legal in the state? This is for WA	
5	We have an employee caught stealing money from a cash register on video. He is only 17 and a half y.o.. Does that change anything on how we should proceed for his dismissal? Do we need to contact his parents? Thanks.	
5	Our client is a trucking company. One of their employees, a truck driver, was scheduled to pick up a truck on Saturday. The employee's wife called a different employee of the same company and told him that her husband (the employee in question) had been drinking. Employee has previous alcohol abuse issues. The client called the employee in question and he admitted he had been drinking. The client sent him home and terminated him this morning. Even though the termination already happened, are there any considerations the client should make in this case?	
0	We have in our policy that if terminating we do not pay out vacation if 2 week's notice is not given. Employee is contesting this saying that payment is due even though he did not give proper notice. The handbook he signed (old version) notes that payment is due regardless but the new handbook (which he received but didn't sign for) removes pay upon termination if proper notice isn't given. What does Colorado law state?	
3	On our severance agreement that we have entered into with a now former employee, under the severance portion section two, the employer agrees to pay two weeks of wages and medical benefits. An employee was terminated on the 11/20 which means she will be covered until 12/1. We had an initial severance agreement initially reviewed by legal counsel and then were using this template. In this situation, would the employer then be responsible for paying for two weeks of coverage through December, or two weeks of COBRA?	
3	How long do we have to keep an employee after they return from FMLA?	
4	I have an employee that I will be letting go and I have a strong feeling that she is not answering my phone. If she does not answer what should I do? Would it be advisable to send her check in the mail? If she does not answer do I have to pay her for tomorrow?	
5	An employee was in one of our households. An employee has been off work and we have heard back - he left on Wednesday - he was not done with his shift and has not returned. Can we just send final pay to the State? Would there be any waiting penalties owed? He was texted by the owner on Thursday that he was considered to have resigned - do we owe a waiting penalty? If we pay a penalty for Thursday through Monday - do we count Monday? Is it ok to include the waiting time on the same final check? He always get 8 regular plus 2 overtime - would I do the same for the daily rate including the 2 overtime?	
3	We have an employee who was termed for excessive absences and tardiness. I got notification that she filed for unemployment and one question is whether we advised the employee prior to these absences whether unemployment benefits would be denied. Was I supposed to do that?	
3	Received a request for an employment verification for a current employee. Can we terminate him for this?	
4	Employee interviewed in Nov 2016, she said was available FT - 32-36 hours. We made her a tentative offer, during construction. When we opened the shop on 2/4/17, the first day she only attended 2 hours of training, and then went home. She didn't come back until the 4th day. She worked the full day then left, stating due to medical reasons she can only work 3 days a week, 4 hours each day. She brought in a medical slip from doctor. We kept going at 4 hours/3 days for 4 months, then she wanted 5 hours and alternate days. She has been very negative in the salon, talks negative. She leaves early many days. I warned her and she stopped for a couple months. One day she called off sick. Against our policy, need advanced notice and arrange for a backup. She texts and never arranges back up. She is not reliable. Now, we have a customer complaint that she treated him rudely, telling him to sit up straight, hold still, etc. Other customers overhead as well as one of the salon managers. Im trying to decide if I have enough to terminate. She also clocks in more time than what is worked. She is including the time it takes, to clean the work station after completing her principle activity, and to put on her coat and gather her purse. Do I have to pay based on what an employee puts on their time sheet?	
6	We have an employee that passed away suddenly, What steps do we need to take to issue the final paycheck to the beneficiary or estate? Do we need a death certificate to issue the final paycheck to the estate/beneficiary? Are there any Nevada states regulations we need to be aware of besides not deducting the FIT?	
6	A warehouse employee was pulled over speeding and will be deported as a result. We received a note authorizing future payments to be made to a family member (has employee signature). How do we pay out final pay? This happened a week ago but just found out...do we need to pay more since the 72 hour rule applies?	
4	Follow up: She wants an email. I am sending a Fedex stating she is not taking her calls and that she is being terminated. I am documenting that she needs to indicate what to do with her final check. Can I turn off all of her access? I will pay her through her tomorrow to be safe. Can I terminate her access? We do not want her to come into the office because it will be adversarial. Should I state we are paying her through tomorrow in the letter? I have the check and she obviously does not want to meet with us. I know she is going to cause problems - can I email her?	
0	We're terminating an employee in California. Do we need to pay out a floating holiday in addition to PTO accruals?	
2	An employee has been absent from work for the last several days. No call / no show. We have a job abandonment policy stating job abandonment after 2 days of no call no show. Can we send him a letter of termination via email?	
3	Jacob Gyllenstierna, jacob@peek.com, 415-806-7338 Employee lost his work authorization so his last day was yesterday; H-1B extension was denied by the government, even after an appeal. What obligations does the employer have for this termination?	
5	I received several screen shots via text message from an employee's ex-girlfriend stating that this employee is doing drugs and drinking on the job. These screen shots are conversations between said employee and the girlfriend. He is openly admitting to doing these things and sent pictures of himself in the company vehicle. He is also stating to her that other employees that he names are doing these things with him on company time. Is this enough to terminate this employee immediately & is this enough to send the other employees for a drug and alcohol test?	
0	We are going through a process of possible layoffs. We are looking at our vacation payout responsibility and are curious as to how this may affect employees' unemployment benefits. Will their award from the state be reduced based on the amount of vacation paid out?	
6	1 of 2: We have an employee in Texas and we are located in Missouri. If we are terminating the employee for job performance issues by when do we have to have their final check? Can I deduct from the exempt employees wages in the final week of pay? He had a kidney transplant last year and our CEO gave notice to the employee about their performance issues. We do evaluate sales based on metrics. He has been with us for four years.	
1	We will be terminating an employee for poor performance and would like to discuss how the process needs to go.	
1	We hired an individual for a VP Sales position, however, his performance is not up to par, so we are planning to terminate his employment this afternoon. We have had previous conversations with him about his performance issues. We are planning to provide him with a severance of two weeks pay (and are considering this as a policy moving forward for senior level positions). We have a termiantion agreement (severance agreement) that was composed by legal counsel for a sister company that we are using for this separation. Do you see any red flags with this situation? Can we choose to pay him his bonus for current business (even though our policy states the outgoing employee would not be eligible)? What about paying for two weeks of health coverage?	
2	femal e 42 yrs. performance is declining. Q:	
1	One more. Does termination date and pay through date represent the same thing? I am just trying to make sure we appropriate pay wages at the right time. We are notifying our employee on 11/30 and prefer that to be his termination date, yet paying him through 12/1. Can we do that. The wages and unused vacation will be deposited on Thursday, available Friday. Or do we have to make his termination date 12/1 because the money will not be available until then. If paid through equal terminations then I can do what we want which is notify and termination 11/30 and pay through 12/1.	
5	I have an employee who is an installer. Goes into peoples homes. About a week and a half ago there was an article in the paper that he was chased by police in our company vehicle broke into someone's home and attempted to steal. I need to know, can we let him go for this or do we need to wait for conviction? It was while he was on the clock. Employee in Alabama. He is not in jail. He has not been at work.	
4	We have to terminate an employee out on Workers Comp. 50% of job is physical. She has a back injury. Been out 90 days. The doctor can't give us a time frame for when she will return and we need to fill this position. Would like to discuss termination letter.	
6	Employee is voluntarily resigning, last day tomorrow. We are issuing his final paycheck as a live check, but can we pay his PTO as a direct deposit, that will hit his bank account tomorrow?	
3	What are our options to adjust a resignation date when the date falls in the first few days of a month (thus qualifying the employee for an add'l month of employer paid benefits coverage)? Is the answer different if the employee has given more than the requested 30 days notice?	
3	Is two years long enough to keep an employee after they file for Workman's Comp claim where they have not missed any work?	
3	I work for private firm that three men own. Every time someone quits they want to just fire them. We have a sales employee that put in 2 weeks and owner says they want her gone now. I said that's fine but we have to pay her out for the two weeks, otherwise that could be seen as retaliation. I just want to make sure that is correct.	
3	Termination - client in GA hired a seasonal employee. He has been written up for not following instruction, and is considered lazy. They want to be prepared for possible unemployment. Should they mention this was a seasonal position?	
